"","Rank","Title","Runtime","Genre","Rating","Metascore","Votes","Director","Actor","Gross"
"1291",41,"Changing Lanes","98 min","Drama, Thriller",6.5,69,70043,"Roger Michell","Ben Affleck","$66.82M"
"1292",42,"About Schmidt","125 min","Comedy, Drama",7.1,85,126270,"Alexander Payne","Jack Nicholson","$65.02M"
"1293",43,"Stuart Little 2","77 min","Animation, Adventure, Comedy",5.5,66,52306,"Rob Minkoff","Michael J. Fox","$64.96M"
"1294",44,"The Time Machine","96 min","Action, Adventure, Sci-Fi",6,42,121426,"Simon Wells","Guy Pearce","$56.68M"
"1295",45,"Drumline","118 min","Comedy, Drama, Romance",5.9,63,34005,"Charles Stone III","Nick Cannon","$56.40M"
"1296",46,"The Count of Monte Cristo","131 min","Action, Adventure, Drama",7.7,61,132891,"Kevin Reynolds","Jim Caviezel","$54.23M"
"1297",47,"Hero","120 min","Action, Adventure, History",7.9,85,177410,"Yimou Zhang","Jet Li","$53.71M"
"1298",48,"Unfaithful","124 min","Drama, Romance, Thriller",6.7,63,83861,"Adrian Lyne","Richard Gere","$52.80M"
"1299",49,"Like Mike","99 min","Comedy, Family, Fantasy",5.3,47,19940,"John Schultz","Shad Moss","$51.43M"
"1300",50,"The Tuxedo","98 min","Action, Comedy, Sci-Fi",5.4,30,81762,"Kevin Donovan","Jackie Chan","$50.55M"
"1301",1,"Finding Nemo","100 min","Animation, Adventure, Comedy",8.1,90,982772,"Andrew Stanton","Albert Brooks","$380.84M"
"1302",2,"The Lord of the Rings: The Return of the King","201 min","Action, Adventure, Drama",8.9,94,1707142,"Peter Jackson","Elijah Wood","$377.85M"
"1303",3,"Pirates of the Caribbean: The Curse of the Black Pearl","143 min","Action, Adventure, Fantasy",8,63,1044018,"Gore Verbinski","Johnny Depp","$305.41M"
"1304",4,"The Matrix Reloaded","138 min","Action, Sci-Fi",7.2,62,536851,"Lana Wachowski","Keanu Reeves","$281.49M"
"1305",5,"Bruce Almighty","101 min","Comedy, Fantasy",6.8,46,383487,"Tom Shadyac","Jim Carrey","$242.83M"
"1306",6,"X2: X-Men United","134 min","Action, Sci-Fi, Thriller",7.4,68,526986,"Bryan Singer","Patrick Stewart","$214.95M"
"1307",7,"Elf","97 min","Adventure, Comedy, Family",7,64,238388,"Jon Favreau","Will Ferrell","$173.40M"
"1308",8,"Terminator 3: Rise of the Machines","109 min","Action, Sci-Fi",6.3,66,386164,"Jonathan Mostow","Arnold Schwarzenegger","$150.37M"
"1309",9,"The Matrix Revolutions","129 min","Action, Sci-Fi",6.8,47,465104,"Lana Wachowski","Keanu Reeves","$139.31M"
"1310",10,"Cheaper by the Dozen","98 min","Comedy, Family",5.9,46,98099,"Shawn Levy","Steve Martin","$138.61M"
"1311",11,"Bad Boys II","147 min","Action, Comedy, Crime",6.6,38,239430,"Michael Bay","Will Smith","$138.61M"
"1312",12,"Anger Management","106 min","Comedy",6.2,52,208572,"Peter Segal","Jack Nicholson","$135.65M"
"1313",13,"Bringing Down the House","105 min","Comedy",5.6,39,35730,"Adam Shankman","Steve Martin","$132.72M"
"1314",14,"Hulk","138 min","Action, Sci-Fi",5.6,54,258861,"Ang Lee","Eric Bana","$132.18M"
"1315",15,"2 Fast 2 Furious","107 min","Action, Crime, Thriller",5.9,38,262629,"John Singleton","Paul Walker","$127.15M"
"1316",16,"Something's Gotta Give","128 min","Comedy, Drama, Romance",6.7,66,116093,"Nancy Meyers","Jack Nicholson","$124.73M"
"1317",17,"Seabiscuit","140 min","Drama, History, Sport",7.3,72,70304,"Gary Ross","Tobey Maguire","$120.28M"
"1318",18,"S.W.A.T.","117 min","Action, Adventure, Crime",6,45,142600,"Clark Johnson","Samuel L. Jackson","$116.93M"
"1319",19,"Spy Kids 3-D: Game Over","84 min","Action, Adventure, Comedy",4.3,57,57460,"Robert Rodriguez","Daryl Sabara","$111.76M"
"1320",20,"The Last Samurai","154 min","Action, Drama",7.7,55,414687,"Edward Zwick","Tom Cruise","$111.11M"
"1321",21,"Freaky Friday","97 min","Comedy, Family, Fantasy",6.2,70,130809,"Mark Waters","Jamie Lee Curtis","$110.23M"
"1322",22,"Scary Movie 3","84 min","Comedy",5.5,49,141476,"David Zucker","Anna Faris","$110.00M"
"1323",23,"The Italian Job","111 min","Action, Crime, Thriller",7,68,352767,"F. Gary Gray","Donald Sutherland","$106.13M"
"1324",24,"How to Lose a Guy in 10 Days","116 min","Comedy, Romance",6.4,45,221046,"Donald Petrie","Kate Hudson","$105.81M"
"1325",25,"American Wedding","96 min","Comedy",6.3,43,199719,"Jesse Dylan","Jason Biggs","$104.57M"
"1326",26,"Daddy Day Care","92 min","Comedy, Family",5.6,39,66053,"Steve Carr","Eddie Murphy","$104.30M"
"1327",27,"Daredevil","103 min","Action, Crime",5.3,42,212440,"Mark Steven Johnson","Ben Affleck","$102.54M"
"1328",28,"The Cat in the Hat","82 min","Adventure, Comedy, Family",4,19,79670,"Bo Welch","Mike Myers","$101.15M"
"1329",29,"Charlie's Angels: Full Throttle","106 min","Action, Adventure, Comedy",4.9,48,124845,"McG","Drew Barrymore","$100.83M"
"1330",30,"Cold Mountain","154 min","Adventure, Drama, History",7.2,73,143324,"Anthony Minghella","Jude Law","$95.64M"
"1331",31,"Master and Commander: The Far Side of the World","138 min","Action, Adventure, Drama",7.4,81,211026,"Peter Weir","Russell Crowe","$93.93M"
"1332",32,"Legally Blonde 2","95 min","Comedy",4.8,47,63765,"Charles Herman-Wurmfeld","Reese Witherspoon","$90.19M"
"1333",33,"Mystic River","138 min","Crime, Drama, Mystery",7.9,84,436179,"Clint Eastwood","Sean Penn","$90.14M"
"1334",34,"Brother Bear","85 min","Animation, Adventure, Comedy",6.8,48,102666,"Aaron Blaise","Joaquin Phoenix","$85.34M"
"1335",35,"Freddy vs. Jason","97 min","Action, Horror",5.7,37,114259,"Ronny Yu","Robert Englund","$82.62M"
"1336",36,"School of Rock","109 min","Comedy, Music",7.1,82,287448,"Richard Linklater","Jack Black","$81.26M"
"1337",37,"The Texas Chainsaw Massacre","98 min","Crime, Horror",6.2,38,134752,"Marcus Nispel","Jessica Biel","$80.57M"
"1338",38,"The Haunted Mansion","88 min","Comedy, Family, Fantasy",5.1,34,45917,"Rob Minkoff","Eddie Murphy","$75.85M"
"1339",39,"Old School","88 min","Comedy",7.1,54,222219,"Todd Phillips","Luke Wilson","$75.59M"
"1340",40,"Kill Bill: Vol. 1","111 min","Action, Crime, Drama",8.1,69,1044232,"Quentin Tarantino","Uma Thurman","$70.10M"
"1341",41,"Holes","117 min","Adventure, Comedy, Drama",7,71,82053,"Andrew Davis","Shia LaBeouf","$67.41M"
"1342",42,"Kangaroo Jack","89 min","Action, Adventure, Comedy",4.4,16,30747,"David McNally","Anthony Anderson","$66.93M"
"1343",43,"The League of Extraordinary Gentlemen","110 min","Action, Adventure, Fantasy",5.8,30,171830,"Stephen Norrington","Sean Connery","$66.47M"
"1344",44,"Big Fish","125 min","Adventure, Drama, Fantasy",8,58,426921,"Tim Burton","Ewan McGregor","$66.26M"
"1345",45,"Lara Croft Tomb Raider: The Cradle of Life","117 min","Action, Adventure, Fantasy",5.6,43,134659,"Jan de Bont","Angelina Jolie","$65.66M"
"1346",46,"Mona Lisa Smile","117 min","Drama",6.5,45,79530,"Mike Newell","Julia Roberts","$63.86M"
"1347",47,"Shanghai Knights","114 min","Action, Adventure, Comedy",6.2,58,103018,"David Dobkin","Jackie Chan","$60.48M"
"1348",48,"Bad Santa","92 min","Comedy, Crime, Drama",7,70,137962,"Terry Zwigoff","Billy Bob Thornton","$60.06M"
"1349",49,"Love Actually","135 min","Comedy, Drama, Romance",7.6,55,447459,"Richard Curtis","Hugh Grant","$59.70M"
"1350",50,"Gothika","98 min","Horror, Mystery, Thriller",5.8,38,110150,"Mathieu Kassovitz","Halle Berry","$59.69M"
"1351",1,"Shrek 2","93 min","Animation, Adventure, Comedy",7.2,75,435870,"Andrew Adamson","Mike Myers","$436.47M"
"1352",2,"Spider-Man 2","127 min","Action, Adventure, Sci-Fi",7.3,83,573464,"Sam Raimi","Tobey Maguire","$373.59M"
"1353",3,"The Passion of the Christ","127 min","Drama",7.2,47,222588,"Mel Gibson","Jim Caviezel","$370.78M"
"1354",4,"Meet the Fockers","115 min","Comedy, Romance",6.3,41,261025,"Jay Roach","Ben Stiller","$279.26M"
"1355",5,"The Incredibles","115 min","Animation, Action, Adventure",8,90,680344,"Brad Bird","Craig T. Nelson","$261.44M"
"1356",6,"Harry Potter and the Prisoner of Azkaban","142 min","Adventure, Family, Fantasy",7.9,82,579064,"Alfonso Cuarón","Daniel Radcliffe","$249.36M"
"1357",7,"The Day After Tomorrow","124 min","Action, Adventure, Sci-Fi",6.4,47,428444,"Roland Emmerich","Dennis Quaid","$186.74M"
"1358",8,"The Polar Express","100 min","Animation, Adventure, Comedy",6.6,61,187053,"Robert Zemeckis","Tom Hanks","$183.37M"
"1359",9,"The Bourne Supremacy","108 min","Action, Mystery, Thriller",7.7,73,445970,"Paul Greengrass","Matt Damon","$176.24M"
"1360",10,"National Treasure","131 min","Action, Adventure, Mystery",6.9,39,314845,"Jon Turteltaub","Nicolas Cage","$173.01M"
"1361",11,"Shark Tale","90 min","Animation, Adventure, Comedy",6,48,173636,"Bibo Bergeron","Will Smith","$160.86M"
"1362",12,"I, Robot","115 min","Action, Drama, Sci-Fi",7.1,59,513928,"Alex Proyas","Will Smith","$144.80M"
"1363",13,"Troy","163 min","Drama, History",7.2,56,505767,"Wolfgang Petersen","Brad Pitt","$133.38M"
"1364",14,"Ocean's Twelve","125 min","Crime, Thriller",6.5,58,372134,"Steven Soderbergh","George Clooney","$125.54M"
"1365",15,"50 First Dates","99 min","Comedy, Drama, Romance",6.8,48,338350,"Peter Segal","Adam Sandler","$120.91M"
"1366",16,"Van Helsing","131 min","Action, Adventure, Fantasy",6.1,35,253653,"Stephen Sommers","Hugh Jackman","$120.18M"
"1367",17,"A Series of Unfortunate Events","108 min","Adventure, Comedy, Family",6.8,62,201296,"Brad Silberling","Jim Carrey","$118.63M"
"1368",18,"Dodgeball: A True Underdog Story","92 min","Comedy, Sport",6.7,55,237342,"Rawson Marshall Thurber","Ben Stiller","$114.33M"
"1369",19,"The Village","108 min","Drama, Mystery, Thriller",6.5,44,250441,"M. Night Shyamalan","Sigourney Weaver","$114.20M"
"1370",20,"The Grudge","91 min","Horror, Mystery, Thriller",5.9,49,141590,"Takashi Shimizu","Sarah Michelle Gellar","$110.36M"
"1371",21,"The Aviator","170 min","Biography, Drama",7.5,77,345394,"Martin Scorsese","Leonardo DiCaprio","$102.61M"
"1372",22,"Collateral","120 min","Crime, Drama, Thriller",7.5,71,378672,"Michael Mann","Tom Cruise","$101.01M"
"1373",23,"Million Dollar Baby","132 min","Drama, Sport",8.1,86,656795,"Clint Eastwood","Hilary Swank","$100.49M"
"1374",24,"The Princess Diaries 2: Royal Engagement","113 min","Comedy, Family, Romance",5.8,43,77097,"Garry Marshall","Anne Hathaway","$95.17M"
"1375",25,"Starsky & Hutch","101 min","Comedy, Crime",6.1,55,142503,"Todd Phillips","Ben Stiller","$88.24M"
"1376",26,"Along Came Polly","90 min","Comedy, Romance",6,44,131424,"John Hamburg","Ben Stiller","$88.10M"
"1377",27,"Mean Girls","97 min","Comedy",7,66,354513,"Mark Waters","Lindsay Lohan","$86.06M"
"1378",28,"The SpongeBob SquarePants Movie","87 min","Animation, Adventure, Comedy",7.1,66,84678,"Stephen Hillenburg","Tom Kenny","$85.42M"
"1379",29,"Anchorman: The Legend of Ron Burgundy","94 min","Comedy",7.2,63,339694,"Adam McKay","Will Ferrell","$85.29M"
"1380",30,"Scooby-Doo 2: Monsters Unleashed","93 min","Adventure, Comedy, Family",5.1,34,53225,"Raja Gosnell","Freddie Prinze Jr.","$84.22M"
"1381",31,"The Notebook","123 min","Drama, Romance",7.8,53,539730,"Nick Cassavetes","Gena Rowlands","$81.00M"
"1382",32,"Alien vs. Predator","101 min","Action, Adventure, Horror",5.6,29,190329,"Paul W.S. Anderson","Sanaa Lathan","$80.28M"
"1383",33,"Man on Fire","146 min","Action, Crime, Drama",7.7,47,339526,"Tony Scott","Denzel Washington","$77.91M"
"1384",34,"The Terminal","128 min","Comedy, Drama, Romance",7.4,55,426604,"Steven Spielberg","Tom Hanks","$77.87M"
"1385",35,"Garfield","80 min","Animation, Adventure, Comedy",5,27,82675,"Peter Hewitt","Breckin Meyer","$75.37M"
"1386",36,"Ray","152 min","Biography, Drama, Music",7.7,73,142732,"Taylor Hackford","Jamie Foxx","$75.33M"
"1387",37,"Ladder 49","115 min","Action, Drama, Thriller",6.5,47,57032,"Jay Russell","Joaquin Phoenix","$74.54M"
"1388",38,"Christmas with the Kranks","99 min","Comedy, Family",5.4,22,45572,"Joe Roth","Tim Allen","$73.78M"
"1389",39,"Sideways","127 min","Comedy, Drama, Romance",7.5,94,184886,"Alexander Payne","Paul Giamatti","$71.50M"
"1390",40,"White Chicks","109 min","Comedy, Crime",5.7,41,137139,"Keenen Ivory Wayans","Marlon Wayans","$70.83M"
"1391",41,"Hidalgo","136 min","Action, Adventure, Biography",6.7,54,79452,"Joe Johnston","Viggo Mortensen","$67.29M"
"1392",42,"The Forgotten","91 min","Drama, Mystery, Sci-Fi",5.8,43,65043,"Joseph Ruben","Julianne Moore","$66.64M"
"1393",43,"Kill Bill: Vol. 2","137 min","Action, Crime, Thriller",8,83,712543,"Quentin Tarantino","Uma Thurman","$66.21M"
"1394",44,"The Manchurian Candidate","129 min","Drama, Mystery, Sci-Fi",6.6,76,107750,"Jonathan Demme","Denzel Washington","$65.96M"
"1395",45,"Barbershop 2: Back in Business","106 min","Comedy, Drama",5.7,59,14619,"Kevin Rodney Sullivan","Ice Cube","$65.11M"
"1396",46,"Miracle","135 min","Biography, Drama, History",7.5,68,51659,"Gavin O'Connor","Kurt Russell","$64.38M"
"1397",47,"Friday Night Lights","118 min","Action, Drama, Sport",7.2,70,61088,"Peter Berg","Billy Bob Thornton","$61.26M"
"1398",48,"Hellboy","122 min","Action, Fantasy, Horror",6.8,72,314922,"Guillermo del Toro","Ron Perlman","$59.62M"
"1399",49,"The Stepford Wives","93 min","Comedy, Horror, Sci-Fi",5.3,42,64102,"Frank Oz","Nicole Kidman","$59.48M"
"1400",50,"Dawn of the Dead","101 min","Action, Horror",7.3,59,245469,"Zack Snyder","Sarah Polley","$59.02M"
"1401",1,"Star Wars: Episode III - Revenge of the Sith","140 min","Action, Adventure, Fantasy",7.5,68,736901,"George Lucas","Hayden Christensen","$380.26M"
"1402",2,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","143 min","Adventure, Family, Fantasy",6.9,75,378296,"Andrew Adamson","Tilda Swinton","$291.71M"
"1403",3,"Harry Potter and the Goblet of Fire","157 min","Adventure, Family, Fantasy",7.7,81,573018,"Mike Newell","Daniel Radcliffe","$290.01M"
"1404",4,"War of the Worlds","116 min","Action, Adventure, Sci-Fi",6.5,73,428476,"Steven Spielberg","Tom Cruise","$234.28M"
"1405",5,"King Kong","187 min","Action, Adventure, Drama",7.2,81,406665,"Peter Jackson","Naomi Watts","$218.08M"
"1406",6,"Wedding Crashers","119 min","Comedy, Romance",6.9,64,341439,"David Dobkin","Owen Wilson","$209.22M"
"1407",7,"Batman Begins","140 min","Action, Adventure",8.2,70,1358166,"Christopher Nolan","Christian Bale","$206.85M"
"1408",8,"Charlie and the Chocolate Factory","115 min","Adventure, Comedy, Family",6.6,72,446415,"Tim Burton","Johnny Depp","$206.46M"
"1409",9,"Madagascar","86 min","Animation, Adventure, Comedy",6.9,57,380123,"Eric Darnell","Chris Rock","$193.60M"
"1410",10,"Mr. & Mrs. Smith","120 min","Action, Comedy, Crime",6.5,55,465540,"Doug Liman","Brad Pitt","$186.34M"
"1411",11,"Hitch","118 min","Comedy, Romance",6.6,58,303965,"Andy Tennant","Will Smith","$179.50M"
"1412",12,"The Longest Yard","113 min","Comedy, Crime, Sport",6.4,48,168875,"Peter Segal","Adam Sandler","$158.12M"
"1413",13,"Fantastic Four","106 min","Action, Adventure, Fantasy",5.7,40,318529,"Tim Story","Ioan Gruffudd","$154.70M"
"1414",14,"Chicken Little","81 min","Animation, Adventure, Comedy",5.7,48,88956,"Mark Dindal","Zach Braff","$135.39M"
"1415",15,"Robots","91 min","Animation, Adventure, Comedy",6.3,64,138417,"Chris Wedge","Ewan McGregor","$128.20M"
"1416",16,"Walk the Line","136 min","Biography, Drama, Music",7.8,72,241100,"James Mangold","Joaquin Phoenix","$119.52M"
"1417",17,"The Pacifier","95 min","Action, Comedy, Drama",5.6,30,91048,"Adam Shankman","Vin Diesel","$113.09M"
"1418",18,"Fun with Dick and Jane","90 min","Comedy, Crime",6.2,47,140466,"Dean Parisot","Jim Carrey","$110.33M"
"1419",19,"The 40-Year-Old Virgin","116 min","Comedy, Romance",7.1,73,412536,"Judd Apatow","Steve Carell","$109.45M"
"1420",20,"Flightplan","98 min","Drama, Mystery, Thriller",6.3,53,156923,"Robert Schwentke","Jodie Foster","$89.71M"
"1421",21,"Saw II","93 min","Horror, Mystery",6.6,40,241624,"Darren Lynn Bousman","Donnie Wahlberg","$87.04M"
"1422",22,"Brokeback Mountain","134 min","Drama, Romance",7.7,87,337746,"Ang Lee","Jake Gyllenhaal","$83.04M"
"1423",23,"Monster-in-Law","101 min","Comedy, Romance",5.6,31,58685,"Robert Luketic","Jennifer Lopez","$82.93M"
"1424",24,"Are We There Yet?","95 min","Adventure, Comedy, Family",4.7,27,30844,"Brian Levant","Ice Cube","$82.67M"
"1425",25,"Cheaper by the Dozen 2","94 min","Adventure, Comedy, Family",5.5,34,56743,"Adam Shankman","Steve Martin","$82.57M"
"1426",26,"The Dukes of Hazzard","104 min","Comedy",5.1,33,77234,"Jay Chandrasekhar","Seann William Scott","$80.27M"
"1427",27,"The Ring Two","110 min","Horror, Mystery",5.4,44,93689,"Hideo Nakata","Naomi Watts","$76.23M"
"1428",28,"Constantine","121 min","Action, Fantasy, Horror",7,50,321385,"Francis Lawrence","Keanu Reeves","$75.98M"
"1429",29,"The Exorcism of Emily Rose","119 min","Drama, Horror, Thriller",6.7,46,123842,"Scott Derrickson","Laura Linney","$75.07M"
"1430",30,"Four Brothers","109 min","Action, Crime, Drama",6.8,49,139611,"John Singleton","Mark Wahlberg","$74.49M"
"1431",31,"Sin City","124 min","Crime, Thriller",8,74,749323,"Frank Miller","Mickey Rourke","$74.10M"
"1432",32,"The Interpreter","128 min","Crime, Mystery, Thriller",6.4,62,102907,"Sydney Pollack","Nicole Kidman","$72.71M"
"1433",33,"V for Vendetta","132 min","Action, Drama, Sci-Fi",8.1,62,1065068,"James McTeigue","Hugo Weaving","$70.51M"
"1434",34,"Guess Who","105 min","Comedy, Romance",5.9,49,41580,"Kevin Rodney Sullivan","Ashton Kutcher","$68.92M"
"1435",35,"Sahara","124 min","Action, Adventure, Comedy",6,41,95248,"Breck Eisner","Matthew McConaughey","$68.67M"
"1436",36,"Coach Carter","136 min","Biography, Drama, Sport",7.3,57,135594,"Thomas Carter","Samuel L. Jackson","$67.26M"
"1437",37,"Herbie Fully Loaded","101 min","Adventure, Comedy, Family",4.8,47,46507,"Angela Robinson","Lindsay Lohan","$66.02M"
"1438",38,"The Amityville Horror","90 min","Horror",6,33,108549,"Andrew Douglas","Ryan Reynolds","$65.23M"
"1439",39,"Sky High","100 min","Adventure, Comedy, Family",6.2,62,82808,"Mike Mitchell","Kurt Russell","$63.95M"
"1440",40,"Jarhead","125 min","Action, Biography, Drama",7,58,181224,"Sam Mendes","Jake Gyllenhaal","$62.66M"
"1441",41,"Bewitched","102 min","Comedy, Fantasy, Romance",4.8,34,70861,"Nora Ephron","Nicole Kidman","$62.25M"
"1442",42,"Cinderella Man","144 min","Biography, Drama, History",8,69,181100,"Ron Howard","Russell Crowe","$61.65M"
"1443",43,"The Family Stone","103 min","Comedy, Drama, Romance",6.3,56,63867,"Thomas Bezucha","Dermot Mulroney","$60.06M"
"1444",44,"Red Eye","85 min","Thriller",6.5,71,115906,"Wes Craven","Rachel McAdams","$57.89M"
"1445",45,"Memoirs of a Geisha","145 min","Drama, Romance",7.4,54,142724,"Rob Marshall","Ziyi Zhang","$57.49M"
"1446",46,"White Noise","101 min","Drama, Horror, Mystery",5.5,30,48233,"Geoffrey Sax","Michael Keaton","$56.39M"
"1447",47,"Wallace & Gromit: The Curse of the Were-Rabbit","85 min","Animation, Adventure, Comedy",7.4,87,129756,"Steve Box","Peter Sallis","$56.11M"
"1448",48,"Be Cool","118 min","Comedy, Crime, Music",5.6,37,68483,"F. Gary Gray","John Travolta","$56.05M"
"1449",49,"Yours, Mine & Ours","88 min","Comedy, Family, Fantasy",5.5,38,27689,"Raja Gosnell","Dennis Quaid","$53.41M"
"1450",50,"Corpse Bride","77 min","Animation, Drama, Family",7.3,83,254036,"Tim Burton","Johnny Depp","$53.36M"
"1451",1,"Pirates of the Caribbean: Dead Man's Chest","151 min","Action, Adventure, Fantasy",7.3,53,674974,"Gore Verbinski","Johnny Depp","$423.32M"
"1452",2,"Night at the Museum","108 min","Adventure, Comedy, Family",6.4,48,326808,"Shawn Levy","Ben Stiller","$250.86M"
"1453",3,"Cars","117 min","Animation, Adventure, Comedy",7.1,73,386997,"John Lasseter","Owen Wilson","$244.08M"
"1454",4,"X-Men: The Last Stand","104 min","Action, Adventure, Sci-Fi",6.7,58,495756,"Brett Ratner","Patrick Stewart","$234.36M"
"1455",5,"The Da Vinci Code","149 min","Mystery, Thriller",6.6,46,414278,"Ron Howard","Tom Hanks","$217.54M"
"1456",6,"300","117 min","Action, Drama",7.6,52,756336,"Zack Snyder","Gerard Butler","$210.61M"
"1457",7,"Superman Returns","154 min","Action, Sci-Fi",6,72,276018,"Bryan Singer","Brandon Routh","$200.08M"
"1458",8,"Happy Feet","108 min","Animation, Adventure, Comedy",6.4,77,176332,"George Miller","Elijah Wood","$198.00M"
"1459",9,"Ice Age: The Meltdown","91 min","Animation, Adventure, Comedy",6.8,60,265103,"Carlos Saldanha","Ray Romano","$195.33M"
